collision_index,collision_year,collision_ref_no,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,collision_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,local_authority_highway_current,first_road_class,first_road_number,road_type,speed_limit,junction_detail_historic,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control_historic,pedestrian_crossing_physical_facilities_historic,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards_historic,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,enhanced_severity_collision,collision_injury_based,collision_adjusted_severity_serious,collision_adjusted_severity_slight,year,month,month_name,day,weekday,quarter,hour,time_bucket,is_weekend
202517M102025,2025,17M102025,448816.0,519515.0,-1.24648,54.56851,17,2,2,1,2025-02-03,2,1900-01-01 15:36:00,-1,E06000002,E06000002,E06000002,6,0,6,20,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01012040,6,1,1.0,0.0,2025,2,February,3,Monday,1,15,Afternoon,False
2024501512731,2024,501512731,290606.0,93737.0,-3.55147,50.73291,50,3,2,1,2024-11-04,2,1900-01-01 20:49:00,-1,E07000041,E10000008,E10000008,6,0,6,20,-1,13,4,6,0,-1,-1,0,4,1,1,-1,-1,0,1,1,2,E01019982,3,1,0.0,1.0,2024,11,November,4,Monday,4,20,Evening,False
2025010597717,2025,010597717,530149.0,179761.0,-0.1263,51.50181,1,3,1,1,2025-09-15,2,1900-01-01 13:45:00,-1,E09000033,E09000033,E09000033,3,3212,3,20,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,1,3,2,E01004733,3,1,0.0,1.0,2025,9,September,15,Monday,3,13,Afternoon,False
2022010395722,2022,010395722,527524.0,189782.0,-0.160466,51.592465,1,3,2,1,2022-08-23,3,1900-01-01 16:10:00,-1,E09000003,E09000003,E09000003,6,0,6,30,99,-1,9,6,0,0,0,0,1,1,1,0,0,0,1,3,2,E01000178,-1,0,0.0,1.0,2022,8,August,23,Tuesday,3,16,Afternoon,False
2025010608691,2025,010608691,546182.0,180653.0,0.10491,51.50591,1,3,2,1,2025-11-10,2,1900-01-01 16:00:00,-1,E09000011,E09000011,E09000011,6,0,1,30,-1,-1,4,6,0,-1,-1,13,4,2,2,-1,-1,0,1,1,2,E01033743,3,1,0.0,1.0,2025,11,November,10,Monday,4,16,Afternoon,False
2024542026724,2024,542026724,416819.0,143379.0,-1.76072,51.18939,54,3,2,1,2024-02-19,2,1900-01-01 07:50:00,-1,E06000054,E06000054,E06000054,3,3028,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,2,2,E01031989,-1,0,0.03926,0.96074,2024,2,February,19,Monday,1,7,Morning,False
2024161525349,2024,161525349,505664.0,430260.0,-0.39877,53.75799,16,3,2,1,2024-11-26,3,1900-01-01 09:30:00,-1,E06000010,E06000010,E06000010,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,2,2,E01012801,3,1,0.0,1.0,2024,11,November,26,Tuesday,4,9,Morning,False
2025471656730,2025,471656730,534715.0,108748.0,-0.08715,50.86256,47,3,1,2,2025-10-20,2,1900-01-01 13:25:00,-1,E06000043,E06000043,E06000043,6,0,3,70,-1,13,4,3,27,-1,-1,0,1,2,2,-1,-1,0,2,1,2,E01016914,3,1,0.0,1.0,2025,10,October,20,Monday,4,13,Afternoon,False
2021010309082,2021,010309082,528146.0,167898.0,-0.159405,51.395654,1,3,2,1,2021-05-22,7,1900-01-01 18:30:00,-1,E09000024,E09000024,E09000024,3,239,6,20,3,13,4,3,237,0,1,13,1,1,1,0,0,0,1,3,2,E01003375,-1,0,0.0,1.0,2021,5,May,22,Saturday,2,18,Evening,True
2024430454402,2024,430454402,430956.0,205309.0,-1.55303,51.74563,43,3,2,2,2024-09-20,6,1900-01-01 18:25:00,-1,E07000181,E10000025,E10000025,3,4095,6,60,3,13,4,3,4095,0,0,0,1,1,1,0,0,0,2,3,2,E01028784,-1,0,0.00946,0.99054,2024,9,September,20,Friday,3,18,Evening,False
2022010394214,2022,010394214,523178.0,175283.0,-0.228237,51.463127,1,2,2,1,2022-08-15,2,1900-01-01 20:55:00,-1,E09000032,E09000032,E09000032,3,205,6,30,3,13,3,6,0,0,5,15,4,8,2,0,0,0,1,1,2,E01004640,-1,0,1.0,0.0,2022,8,August,15,Monday,3,20,Evening,False
2022061247878,2022,061247878,380976.0,396099.0,-2.287996,53.461292,6,3,1,1,2022-11-10,5,1900-01-01 20:45:00,-1,E08000009,E08000009,E08000009,3,56,3,30,6,16,2,6,0,0,0,0,4,1,1,0,0,0,1,1,2,E01006186,3,1,0.0,1.0,2022,11,November,10,Thursday,4,20,Evening,False
2022221172077,2022,221172077,386340.0,248042.0,-2.200969,52.130513,22,3,2,1,2022-05-03,3,1900-01-01 06:02:00,-1,E07000235,E10000034,E10000034,1,5,3,70,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,1,E01032191,3,1,0.0,1.0,2022,5,May,3,Tuesday,2,6,Morning,False
2025302501693,2025,302501693,435567.0,334792.0,-1.47259,52.90939,30,3,1,1,2025-08-25,2,1900-01-01 16:30:00,-1,E06000015,E06000015,E06000015,6,0,6,30,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,1,3,2,E01013481,3,1,0.0,1.0,2025,8,August,25,Monday,3,16,Afternoon,False
2024201455379,2024,201455379,400253.0,288853.0,-1.9977,52.49758,20,3,2,2,2024-03-31,1,1900-01-01 21:13:00,-1,E08000028,E08000028,E08000028,4,4169,6,30,-1,13,4,6,0,-1,-1,0,7,1,1,-1,-1,0,1,2,2,E01010019,3,1,0.0,1.0,2024,3,March,31,Sunday,1,21,Night,True
2021221081290,2021,221081290,350980.0,239970.0,-2.71634,52.055941,22,3,2,1,2021-08-15,1,1900-01-01 17:00:00,-1,E06000019,E06000019,E06000019,6,0,2,20,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,2,2,E01014010,3,1,0.0,1.0,2021,8,August,15,Sunday,3,17,Evening,True
2022131227795,2022,131227795,430939.0,434407.0,-1.531692,53.805046,13,3,2,2,2022-10-06,5,1900-01-01 16:12:00,-1,E08000035,E08000035,E08000035,6,0,6,30,3,13,4,6,0,0,0,0,1,9,1,0,0,0,1,2,2,E01033003,3,1,0.0,1.0,2022,10,October,6,Thursday,4,16,Afternoon,False
2024991444081,2024,991444081,240304.0,640025.0,-4.538,55.6275,99,2,2,2,2024-05-16,5,1900-01-01 08:00:00,-1,S12000008,S12000008,S12000008,4,751,6,60,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,2,1,-1,-1,7,1,1.0,0.0,2024,5,May,16,Thursday,2,8,Morning,False
2025131661466,2025,131661466,426773.0,421624.0,-1.59605,53.69038,13,3,2,1,2025-10-30,5,1900-01-01 21:56:00,-1,E08000034,E08000034,E08000034,6,0,6,30,-1,13,4,6,0,-1,-1,0,4,1,1,-1,-1,0,1,1,2,E01011121,3,1,0.0,1.0,2025,10,October,30,Thursday,4,21,Night,False
2023311325297,2023,311325297,457230.0,332948.0,-1.150829,52.890948,31,3,2,1,2023-07-02,1,1900-01-01 14:35:00,-1,E07000176,E10000024,E10000024,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,3,2,E01028404,3,1,0.0,1.0,2023,7,July,2,Sunday,3,14,Afternoon,True
2025332500399,2025,332500399,472200.0,289177.0,-0.93795,52.49573,33,3,1,2,2025-04-26,7,1900-01-01 21:50:00,-1,E07000131,E10000018,E10000018,4,6047,1,50,-1,-1,4,4,6047,-1,-1,0,4,1,1,-1,-1,0,2,1,2,E01025789,3,1,0.0,1.0,2025,4,April,26,Saturday,2,21,Night,True
2025231592440,2025,231592440,439238.0,278845.0,-1.42464,52.40621,23,3,2,1,2025-05-18,1,1900-01-01 16:50:00,-1,E07000220,E10000031,E10000031,4,4428,6,60,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,2,1,2,E01031159,3,1,0.0,1.0,2025,5,May,18,Sunday,2,16,Afternoon,True
2022010381420,2022,010381420,528735.0,165259.0,-0.151924,51.371806,1,2,2,1,2022-06-10,6,1900-01-01 07:23:00,-1,E09000029,E09000029,E09000029,6,0,6,30,3,13,4,3,237,0,0,0,1,1,1,0,0,0,1,1,2,E01004175,-1,0,1.0,0.0,2022,6,June,10,Friday,2,7,Morning,False
2022010411706,2022,010411706,528821.0,176706.0,-0.146532,51.47466,1,3,2,1,2022-11-20,1,1900-01-01 11:55:00,-1,E09000032,E09000032,E09000032,3,3216,6,20,9,19,9,6,0,9,1,13,1,8,1,0,0,0,1,3,2,E01004564,-1,0,0.0,1.0,2022,11,November,20,Sunday,4,11,Morning,True
2025545405125,2025,545405125,416107.0,132136.0,-1.7714,51.08831,54,3,1,1,2025-05-05,2,1900-01-01 09:30:00,-1,E06000054,E06000054,E06000054,3,30,6,40,1,0,4,3,30,0,0,0,1,1,1,0,0,0,1,1,2,E01031985,-1,0,0.112,0.888,2025,5,May,5,Monday,2,9,Morning,False
2023010455880,2023,010455880,527744.0,172010.0,-0.163725,51.432701,1,3,2,1,2023-07-14,6,1900-01-01 19:50:00,-1,E09000032,E09000032,E09000032,3,24,6,20,0,0,-1,0,-1,9,9,99,1,2,2,0,0,0,1,3,2,E01004612,-1,0,0.0,1.0,2023,7,July,14,Friday,3,19,Evening,False
2024311424972,2024,311424972,452684.0,342130.0,-1.2169,52.97394,31,3,1,1,2024-03-20,4,1900-01-01 17:30:00,-1,E06000018,E06000018,E06000018,4,6004,6,30,-1,0,-1,6,0,-1,-1,13,6,1,1,-1,-1,0,1,3,2,E01013817,3,1,0.0,1.0,2024,3,March,20,Wednesday,1,17,Evening,False
2025010581270,2025,010581270,522801.0,168831.0,-0.2359,51.40522,1,3,1,1,2025-06-18,4,1900-01-01 04:08:00,-1,E09000024,E09000024,E09000024,3,298,6,30,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01003447,3,1,0.0,1.0,2025,6,June,18,Wednesday,2,4,Night,False
2022010415941,2022,010415941,551084.0,189052.0,0.179087,51.580086,1,3,2,1,2022-12-11,1,1900-01-01 20:42:00,-1,E09000016,E09000016,E09000016,3,118,9,30,1,0,4,3,125,9,0,0,4,3,3,0,0,0,1,3,2,E01002353,-1,0,0.0,1.0,2022,12,December,11,Sunday,4,20,Evening,True
2025201656059,2025,201656059,398083.0,292553.0,-2.02969,52.53084,20,3,1,1,2025-10-14,3,1900-01-01 09:40:00,-1,E08000028,E08000028,E08000028,6,0,6,30,-1,18,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,3,2,E01009981,3,1,0.0,1.0,2025,10,October,14,Tuesday,4,9,Morning,False
2021111013767,2021,111013767,413579.0,522409.0,-1.791357,54.596692,11,2,2,3,2021-01-12,3,1900-01-01 09:02:00,-1,E06000047,E06000047,E06000047,3,688,6,60,0,0,-1,0,-1,0,0,0,1,1,2,0,0,0,2,1,2,E01020867,6,1,1.0,0.0,2021,1,January,12,Tuesday,1,9,Morning,False
2023471275481,2023,471275481,488777.0,105949.0,-0.74037,50.846264,47,3,2,2,2023-02-10,6,1900-01-01 16:57:00,-1,E07000225,E10000032,E10000032,3,27,3,70,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,1,E01031513,3,1,0.0,1.0,2023,2,February,10,Friday,1,16,Afternoon,False
2023101359445,2023,101359445,398936.0,564313.0,-2.018153,54.973432,10,2,1,1,2023-10-02,2,1900-01-01 09:37:00,-1,E06000057,E06000057,E06000057,4,6321,6,30,3,13,4,4,6530,0,0,0,1,1,1,0,0,0,2,3,2,E01027481,7,1,1.0,0.0,2023,10,October,2,Monday,4,9,Morning,False
2025070974770,2025,070974770,355237.0,361889.0,-2.6708,53.15224,7,1,2,2,2025-11-28,6,1900-01-01 18:20:00,-1,E06000050,E06000050,E06000050,3,49,6,60,-1,0,-1,0,-1,-1,-1,0,6,1,1,-1,-1,0,2,1,2,E01018723,1,1,0.0,0.0,2025,11,November,28,Friday,4,18,Evening,False
2023101378638,2023,101378638,424442.0,563837.0,-1.619746,54.968562,10,3,2,1,2023-11-21,3,1900-01-01 16:53:00,-1,E08000021,E08000021,E08000021,3,186,6,30,3,13,2,3,186,9,9,99,4,2,1,9,9,99,1,2,2,E01033545,3,1,0.0,1.0,2023,11,November,21,Tuesday,4,16,Afternoon,False
2021221058783,2021,221058783,368825.0,305337.0,-2.462182,52.644883,22,3,2,1,2021-06-18,6,1900-01-01 08:55:00,-1,E06000020,E06000020,E06000020,4,4373,1,30,1,0,4,3,4169,0,0,0,1,1,1,0,0,0,2,1,2,E01014123,3,1,0.0,1.0,2021,6,June,18,Friday,2,8,Morning,False
2024991406840,2024,991406840,338105.0,672412.0,-2.99247,55.94075,99,3,3,1,2024-02-05,2,1900-01-01 20:30:00,-1,S12000010,S12000010,S12000010,3,1,3,70,-1,0,-1,-1,-1,-1,-1,0,6,2,2,-1,-1,0,2,3,-1,-1,3,1,0.0,1.0,2024,2,February,5,Monday,1,20,Evening,False
2024010540255,2024,010540255,518972.0,178043.0,-0.28782,51.48883,1,2,1,1,2024-10-27,1,1900-01-01 20:30:00,-1,E09000018,E09000018,E09000018,3,205,6,20,7,17,4,3,315,1,4,11,4,1,1,0,0,0,1,1,2,E01034044,-1,0,1.0,0.0,2024,10,October,27,Sunday,4,20,Evening,True
2023440430343,2023,440430343,457767.0,107366.0,-1.180556,50.862926,44,2,4,1,2023-10-20,6,1900-01-01 16:00:00,-1,E07000087,E10000014,E10000014,3,32,6,30,0,0,-1,0,-1,0,0,0,1,1,2,0,0,0,1,1,2,E01022720,-1,0,0.92008,0.07992,2023,10,October,20,Friday,4,16,Afternoon,False
2023622300258,2023,622300258,316500.0,176568.0,-3.203848,51.481881,62,3,2,1,2023-03-19,1,1900-01-01 14:29:00,-1,W06000015,W06000015,W06000015,6,0,6,20,6,16,4,6,0,0,0,0,1,1,1,0,0,0,1,1,-1,W01001712,-1,0,0.08071,0.91929,2023,3,March,19,Sunday,1,14,Afternoon,True
2023991364014,2023,991364014,299232.0,576016.0,-3.579516,55.068351,99,3,1,1,2023-10-03,3,1900-01-01 13:15:00,-1,S12000006,S12000006,S12000006,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,2,0,0,0,1,1,-1,-1,3,1,0.0,1.0,2023,10,October,3,Tuesday,4,13,Afternoon,False
2024071051401,2024,071051401,378179.0,384037.0,-2.32928,53.35276,7,3,1,2,2024-12-14,7,1900-01-01 22:20:00,-1,E06000049,E06000049,E06000049,5,0,6,50,-1,0,-1,-1,-1,-1,-1,0,7,2,2,-1,-1,0,2,1,2,E01018648,3,1,0.0,1.0,2024,12,December,14,Saturday,4,22,Night,True
2021010301034,2021,010301034,546629.0,187515.0,0.114225,51.567451,1,3,2,1,2021-04-10,7,1900-01-01 14:30:00,-1,E09000026,E09000026,E09000026,3,118,6,20,0,0,-1,0,-1,9,5,15,1,1,1,3,0,12,1,3,2,E01003769,-1,0,0.0,1.0,2021,4,April,10,Saturday,2,14,Afternoon,True
2021010295938,2021,10295938,537289.0,183673.0,-0.021942,51.535276,1,3,2,1,2021-03-09,3,1900-01-01 15:15:00,-1,E09000030,E09000030,E09000030,3,102,9,30,99,-1,9,6,0,9,0,0,1,8,1,0,0,0,1,3,2,E01032764,-1,0,0.0,1.0,2021,3,March,9,Tuesday,1,15,Afternoon,False
2022010409964,2022,010409964,555287.0,186781.0,0.238694,51.558541,1,3,1,1,2022-11-11,6,1900-01-01 19:30:00,-1,E09000016,E09000016,E09000016,3,124,6,30,8,18,4,6,0,0,1,13,4,1,1,0,0,0,1,1,2,E01002289,-1,0,0.0,1.0,2022,11,November,11,Friday,4,19,Evening,False
2023461349174,2023,461349174,600662.0,144009.0,0.868351,51.160134,46,3,1,1,2023-09-01,6,1900-01-01 11:42:00,-1,E07000105,E10000016,E10000016,3,20,1,40,0,0,-1,0,-1,0,0,0,1,1,2,0,0,0,2,1,2,E01024022,3,1,0.0,1.0,2023,9,September,1,Friday,3,11,Morning,False
2024131405670,2024,131405670,429861.0,435715.0,-1.54793,53.81686,13,3,2,1,2024-02-01,5,1900-01-01 08:30:00,-1,E08000035,E08000035,E08000035,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,9,1,-1,-1,0,1,2,2,E01011669,3,1,0.0,1.0,2024,2,February,1,Thursday,1,8,Morning,False
2023010484552,2023,010484552,536074.0,195488.0,-0.0349,51.64174,1,3,3,3,2023-12-17,1,1900-01-01 12:40:00,-1,E09000010,E09000010,E09000010,3,1055,6,40,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,E01001506,-1,0,0.0,1.0,2023,12,December,17,Sunday,4,12,Afternoon,True
2021131073664,2021,131073664,420472.0,424176.0,-1.691301,53.71362,13,3,2,1,2021-08-02,2,1900-01-01 09:25:00,-1,E08000034,E08000034,E08000034,6,0,6,30,9,19,4,6,0,0,8,17,1,1,1,0,0,0,1,1,2,E01011245,3,1,0.0,1.0,2021,8,August,2,Monday,3,9,Morning,False
2023631373094,2023,631373094,196368.0,218364.0,-4.95644,51.826686,63,3,2,1,2023-11-10,6,1900-01-01 13:00:00,-1,W06000009,W06000009,W06000009,6,0,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,-1,W01000611,3,1,0.0,1.0,2023,11,November,10,Friday,4,13,Afternoon,False
2025622500250,2025,622500250,300161.0,202385.0,-3.44642,51.71128,62,3,3,1,2025-04-05,7,1900-01-01 11:52:00,-1,W06000016,W06000016,W06000016,3,4233,6,20,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,-1,W01001150,-1,0,0.03787,0.96213,2025,4,April,5,Saturday,2,11,Morning,True
2023440224213,2023,440224213,468731.0,108441.0,-1.024588,50.871395,44,3,2,1,2023-06-06,3,1900-01-01 18:08:00,-1,E07000090,E10000014,E10000014,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01022963,-1,0,0.0,1.0,2023,6,June,6,Tuesday,2,18,Evening,False
2021332100618,2021,332100618,459810.0,306920.0,-1.117223,52.656734,33,3,2,4,2021-08-16,2,1900-01-01 05:30:00,-1,E06000016,E06000016,E06000016,3,607,6,30,3,13,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,E01013625,-1,0,0.11733,0.88267,2021,8,August,16,Monday,3,5,Morning,False
2024401450318,2024,401450318,504938.0,227012.0,-0.47515,51.93174,40,3,1,1,2024-05-22,4,1900-01-01 13:30:00,-1,E06000056,E06000056,E06000056,6,0,6,40,-1,0,-1,6,0,-1,-1,0,1,2,2,-1,-1,0,2,1,2,E01017616,3,1,0.0,1.0,2024,5,May,22,Wednesday,2,13,Afternoon,False
2021440134963,2021,440134963,431540.0,112938.0,-1.552711,50.915042,44,2,1,1,2021-04-10,7,1900-01-01 11:00:00,-1,E07000091,E10000014,E10000014,3,336,6,50,3,13,4,6,0,0,0,0,1,1,1,0,0,0,2,1,2,E01022978,-1,0,0.9353,0.0647,2021,4,April,10,Saturday,2,11,Morning,True
2023631361558,2023,631361558,309404.0,289855.0,-3.335981,52.499047,63,3,1,1,2023-10-01,1,1900-01-01 21:00:00,-1,W06000023,W06000023,W06000023,3,489,6,30,0,0,-1,0,-1,0,0,0,4,1,2,6,0,14,2,2,-1,W01000483,3,1,0.0,1.0,2023,10,October,1,Sunday,4,21,Night,True
2023010483563,2023,010483563,534058.0,188335.0,-0.06675,51.577946,1,3,2,1,2023-12-09,7,1900-01-01 22:20:00,-1,E09000014,E09000014,E09000014,6,0,6,20,6,16,4,6,0,9,9,99,7,9,9,9,9,99,1,3,2,E01002050,-1,0,0.0,1.0,2023,12,December,9,Saturday,4,22,Night,True
2023010450301,2023,010450301,530171.0,170903.0,-0.129238,51.422201,1,3,2,3,2023-06-20,3,1900-01-01 14:50:00,-1,E09000022,E09000022,E09000022,3,23,6,30,9,19,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01003144,-1,0,0.0,1.0,2023,6,June,20,Tuesday,2,14,Afternoon,False
2022010382832,2022,010382832,534849.0,170033.0,-0.062329,51.41329,1,3,3,1,2022-06-16,5,1900-01-01 23:13:00,-1,E09000006,E09000006,E09000006,6,0,6,30,0,0,-1,0,-1,0,0,0,4,1,1,0,0,0,1,1,2,E01000796,-1,0,0.0,1.0,2022,6,June,16,Thursday,2,23,Night,False
2022010404637,2022,010404637,541583.0,183592.0,0.039867,51.533489,1,3,2,1,2022-10-12,4,1900-01-01 17:26:00,-1,E09000025,E09000025,E09000025,6,0,9,30,0,0,-1,0,-1,0,0,0,1,8,1,0,0,0,1,3,2,E01003489,-1,0,0.0,1.0,2022,10,October,12,Wednesday,4,17,Evening,False
2021622100629,2021,622100629,306470.0,208546.0,-3.356806,51.767755,62,3,1,1,2021-08-18,4,1900-01-01 19:21:00,-1,W06000024,W06000024,W06000024,3,465,6,40,0,0,-1,0,-1,0,0,0,1,1,1,4,0,13,1,1,-1,W01001295,-1,0,0.02632,0.97368,2021,8,August,18,Wednesday,3,19,Evening,False
2025461597752,2025,461597752,575555.0,166775.0,0.52085,51.37289,46,2,2,1,2025-06-02,2,1900-01-01 18:05:00,-1,E06000035,E06000035,E06000035,6,0,6,30,-1,13,4,3,230,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01016021,7,1,1.0,0.0,2025,6,June,2,Monday,2,18,Evening,False
2021440146474,2021,440146474,470569.0,133821.0,-0.993535,51.099356,44,2,2,1,2021-04-18,1,1900-01-01 13:27:00,-1,E07000085,E10000014,E10000014,6,0,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,E01022627,-1,0,0.95227,0.04773,2021,4,April,18,Sunday,2,13,Afternoon,True
2024351401739,2024,351401739,522954.0,271965.0,-0.19701,52.332,35,3,2,1,2024-01-12,6,1900-01-01 15:25:00,-1,E07000011,E10000003,E10000003,6,0,6,40,-1,0,-1,3,1307,-1,-1,0,1,1,1,-1,-1,0,2,3,2,E01034438,3,1,0.0,1.0,2024,1,January,12,Friday,1,15,Afternoon,False
2023332300766,2023,332300766,457875.0,303450.0,-1.146441,52.625736,33,3,3,1,2023-09-01,6,1900-01-01 17:05:00,-1,E06000016,E06000016,E06000016,5,0,6,30,0,0,-1,0,-1,0,4,14,1,1,2,0,0,0,1,1,2,E01013775,-1,0,0.00635,0.99365,2023,9,September,1,Friday,3,17,Evening,False
2022061200217,2022,061200217,358063.0,405398.0,-2.634328,53.543539,6,3,2,1,2022-07-02,7,1900-01-01 10:03:00,-1,E08000010,E08000010,E08000010,6,0,6,30,7,17,-1,6,0,-1,-1,-1,1,1,1,0,0,0,1,2,2,E01006349,3,1,0.0,1.0,2022,7,July,2,Saturday,3,10,Morning,True
2021430423792,2021,430423792,470902.0,175158.0,-0.980582,51.470957,43,3,1,1,2021-09-19,1,1900-01-01 09:20:00,-1,E06000038,E06000038,E06000038,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,3,2,E01016426,-1,0,0.02727,0.97273,2021,9,September,19,Sunday,3,9,Morning,True
2024131494642,2024,131494642,405904.0,441845.0,-1.91169,53.87278,13,3,1,1,2024-09-22,1,1900-01-01 22:20:00,-1,E08000032,E08000032,E08000032,6,0,6,40,-1,13,4,6,0,-1,-1,0,4,2,2,-1,-1,0,1,1,2,E01010728,3,1,0.0,1.0,2024,9,September,22,Sunday,3,22,Night,True
2021010310165,2021,010310165,529135.0,194599.0,-0.135423,51.635387,1,3,2,1,2021-05-28,6,1900-01-01 22:15:00,-1,E09000010,E09000010,E09000010,3,111,6,30,3,13,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,E01001519,-1,0,0.0,1.0,2021,5,May,28,Friday,2,22,Night,False
2021421121609,2021,421121609,544405.0,198134.0,0.086531,51.663441,42,3,2,1,2021-12-15,4,1900-01-01 18:05:00,-1,E07000072,E10000012,E10000012,6,0,6,30,0,0,-1,0,-1,0,0,0,5,1,1,0,0,0,2,1,2,E01021774,3,1,0.0,1.0,2021,12,December,15,Wednesday,4,18,Evening,False
2024131430177,2024,131430177,418055.0,419702.0,-1.72818,53.67348,13,2,1,1,2024-04-10,4,1900-01-01 16:15:00,-1,E08000034,E08000034,E08000034,4,6118,6,30,-1,0,-1,6,0,-1,-1,0,1,1,2,-1,-1,0,2,1,2,E01011091,7,1,1.0,0.0,2024,4,April,10,Wednesday,2,16,Afternoon,False
202163D011121,2021,63D011121,334408.0,314751.0,-2.972666,52.726423,63,3,1,1,2021-03-19,6,1900-01-01 08:00:00,-1,W06000023,W06000023,W06000023,4,4393,6,50,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,-1,W01000457,-1,0,0.06592,0.93408,2021,3,March,19,Friday,1,8,Morning,False
2024122401264,2024,122401264,459349.0,451232.0,-1.0971,53.95379,12,3,2,1,2024-11-18,2,1900-01-01 08:58:00,-1,E06000014,E06000014,E06000014,3,59,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01013417,-1,0,0.08084,0.91916,2024,11,November,18,Monday,4,8,Morning,False
2022401192349,2022,401192349,510324.0,220852.0,-0.398814,51.875337,40,2,3,2,2022-05-27,6,1900-01-01 00:57:00,-1,E06000032,E06000032,E06000032,3,505,6,30,0,0,-1,0,-1,0,0,0,4,1,2,0,0,0,1,1,2,E01015719,7,1,1.0,0.0,2022,5,May,27,Friday,2,0,Night,False
2021010322479,2021,010322479,537375.0,176875.0,-0.02335,51.474167,1,3,3,2,2021-08-03,3,1900-01-01 16:50:00,-1,E09000023,E09000023,E09000023,3,2,3,50,3,13,2,3,2,0,0,0,1,1,1,0,0,0,1,1,2,E01003207,-1,0,0.0,1.0,2021,8,August,3,Tuesday,3,16,Afternoon,False
2023201277573,2023,201277573,410025.0,281852.0,-1.85397,52.434556,20,3,2,1,2023-01-12,5,1900-01-01 09:31:00,-1,E08000025,E08000025,E08000025,4,4146,1,30,1,0,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01009046,3,1,0.0,1.0,2023,1,January,12,Thursday,1,9,Morning,False
2021221082696,2021,221082696,347958.0,302180.0,-2.770064,52.6149,22,3,3,4,2021-08-24,3,1900-01-01 08:45:00,-1,E06000051,E06000051,E06000051,3,49,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,1,E01028950,3,1,0.0,1.0,2021,8,August,24,Tuesday,3,8,Morning,False
2025542618725,2025,542618725,418350.0,191698.0,-1.73632,51.62381,54,3,2,2,2025-03-02,1,1900-01-01 12:49:00,-1,E06000030,E06000030,E06000030,4,4019,6,50,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,E01015520,-1,0,0.31965,0.68035,2025,3,March,2,Sunday,1,12,Afternoon,True
2025010556947,2025,010556947,529299.0,184367.0,-0.13685,51.5434,1,3,3,3,2025-02-01,7,1900-01-01 04:05:00,-1,E09000007,E09000007,E09000007,3,503,6,20,0,0,-1,0,-1,0,0,0,4,1,1,0,0,0,1,1,2,E01000867,-1,0,0.0,1.0,2025,2,February,1,Saturday,1,4,Night,True
2022552200223,2022,552200223,405349.0,101353.0,-1.925447,50.811706,55,3,3,1,2022-02-17,5,1900-01-01 16:00:00,-1,E06000059,E06000059,E06000059,3,31,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,1,E01020408,-1,0,0.02474,0.97526,2022,2,February,17,Thursday,1,16,Afternoon,False
